CLASIFICACION;IMPUTACION;ID;ANIO;CIIU4;TAMANO;TEED;A001;A002;A003;A004;A005;A008;A009;A011;A012;A010;B001;B002;B003;B004;B005;B006;B007;B008;B009;B010;B011;B012;B013;B014;B015;B016;B017;B018;B019;B020;B021;B022;B023;B024;B025;B026;B027;B028;B029;B030;B031;B032;B033;B034;B035;B036;B037;B038;B039;B040;B041;B042;B043;B044;B045;B046;B047;B048;B049;C001;C002;C003;C004;C005;C006;C007;C008;C009;C010;C011;C012;C013;C014;C015;C016;C017;C018;C019;C020;C021;C022;D001;D002;D003;D004;D005;D006;D007;D008;D009;D010;D011;D012;D013;D014;D015;D016;D017;D018;D019;D020;D021;D022;D023;D024;D025;D026;D027;D028;D029;D030;D031;D032;D033;D034;D035;D036;D037;D038;D039;D040;D041;D042;D043;F001;F002;F003;F004;F005;F006;F007;F008;F009;F010;F011;F012;G001;G002;G003;G004;G005;G006;G007;G008;G009;G010;G011;G012;G013;G014;G015;G016;G017;G018;G019;G020;G021;G022;G023;G024;G025;G026;G027;G028;G029;G030;G031;G032;G033;G034;G035;G036;G037;G038;G039;G040;G041;G042;G043;G044;G045;G046;H001;H002;H003;H004;H005;H006;H007;H008;H009;H010;H011;H012;H013;H014;H015;H016;H017;H018;H019;H020;I001;I002;I003;I004;I005;I006;I007;I008;I009;I010;I011;I012;I013;I014;I015;I016;I017;I018;I019;I020;I021;I022;I023;I024;I025;I026;I027;I028;I029;I030;I031;I032;I033;I034;I035;I036;I037;I038;I039;I040;I041;I042;I043;I044;I045;I046;I047;I048;I049;I050;I051;I052;I053;I054;I055;I056;I057;I058;I059;I060;I061;I062;I063;I064;I065;I066;I067;I068;I069;I070;I071;I072;I073;I074;I075;I076;I077;I078;I079;I080;I081;J001;J002;J003;J004;J005;J006;J007;J008;J009;J010;J011;J012;J013;J014;J015;J016;J017;J018;J019;J020;J021;J022;J023;J024;J025;J026;J027;J028;J029;J030;J031;J032;J033;J034;J035;J036;J037;J038;J039;J040;J041;J042;J043;J044;J045;J046;J047;J048;J049;J050;J051;J052;J053;J054;J055;J056;J057;J058;J059;J060;J061;J062;J063;J064;J065;J066;J067;J068;J069;J070;J071;J072;J073;J074;J075;J076;J077;J078;J079;J080;J081;J082;J083;J084;J085;J086;J087;J088;J089;J090;J091;J092;J093;J094;J095;J096;J097;J098;J099;J100;J101;J102;J103;J104;J105;J106;J107;J108;J109;K001;K002;K003;K004;K005;K006;K007;K008;K009
A;0;118220;2019;36;5;5;4;100;0;0;4;1;7;0;0;360.99991;0;0;423835;3986665;1761629;2088697;648;0;47047;114725;875836;0;50557;0;783751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5008;73388;0;184898;0;39910;33690;63520;81628;352359;96885;98330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73846;5997;0;88060;0;0;0;36574;10416;17796;104235;56955;57955;0;0;0;163754;531021;0;8124;4531;11593;10994;2269481;69092;789692;571827;4881943;0;430;310888;0;0;139604;2401;29880;0;3132;0;624702;1881441;0;1000000;300935;304339;0;0;0;0;0;0;0;0;300935;304339;1;0;1;5245373;752136;1;0;1;0;0;0;0;0;0;0;0;0;0;1;93156;48907;0;0;16475;1;75422;40426;0;0;0;1;10338;9325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4028345;114103;4534;2788824;0;93114;508824;0;692044;0;0;0;0;0;0;0;0;0;3;2;3;2;4;17;4;17;23;16;23;16;54;10;54;10;44;0;5889;44;0;7190;44;1152;30174;44;602;21234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33747;0;0;3;2;4;17;23;16;54;10;84;45;129;374471;205540;983151;641832;2204994;0;0;0;0;0;0;2204994;0;0;0;84;45;129;294473.34;294473.34;0;6.3233786;0;6.3233786;391215;22151;454;10015;0;0;0;0;0;0;5186014;293654;6017;132756;3679829;208368;4269;94199;4254373;240901;4935;108907;1927939;109168;2237;49353;4254373;240901;4936;108907;1626044;92074;1887;41624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7625027;431761;8847;195191;0;0;0;0;0;0;0;137120;1710144;453323;2692949;1710144;7211890;10133391;2801474;7331917
A;0;119176;2019;37;7;6;5;94;0;6;4;1;7;0;0;360.99991;0;0;1749310;19554960;20542426;9800221;0;0;309278;0;3449055;0;3767057;0;440387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;338695;0;0;0;0;0;0;0;233600;0;0;543930;0;403394;0;95593;404815;430180;450361;1480249;3129211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;239861;156041;1478320;79869;0;0;0;358595;272137;65584;2410826;1150987;167867;0;0;0;2799541;2651303;0;46382;9348;84130;101050;8155783;0;7554562;8981806;36763992;4169909;0;0;0;0;0;5840456;292979;58533;210422;0;1478265;-1034535;0;0;87739;142941;0;0;79145;411992;0;0;0;0;166884;554933;0;0;1;67468160;6214053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40799;1;694046;368583;1;36204;27845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1731;0;17177304;0;137645696;0;4477024;160891;0;25476;17948612;0;2695804;362742;0;163958;311159;0;193068;6717742;0;132982;7;1;7;1;36;36;36;36;122;41;122;41;151;2;151;2;44;0;11497;44;8283;44158;44;39514;177300;44;214217;84426;4;20;5;27;64;17;100;21;201;1;230;0;2112;2112;2112;0;0;0;7;1;36;36;122;41;151;2;316;80;396;776734;927830;4378415;1755423;7838402;4.5;23.5;82;19;215.5;.5;7838402;302;43;345;618;123;741;1166930.4;1160594.4;6336;8.1185446;.05087319;4.3623414;1328742;225988;45757;148823;0;0;0;0;0;0;31096408;5245777;1058830;3557489;14853534;2526126;511472;1663828;28880624;1769388;1796952;2643854;7417288;1232085;465742;685106;28880624;1769388;1796952;2643854;15547650;2582546;976216;1436014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39147216;6566745;1999187;3933771;0;0;0;0;0;0;0;930588;7656499;10010365;33225664;7995194;173606400;59951388;24226162;35725224
A;0;119194;2019;36;2;2;6;48;0;52;4;1;7;0;0;360.99991;0;0;26087;244542;128634;94298;0;0;0;8167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2789;0;0;0;0;0;0;0;0;0;0;9919;0;311;0;0;7461;208;22839;996;0;4842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3342;0;0;821;0;0;0;431;6798;1094;33370;0;92;0;0;0;4485;9293;0;1782;736;1135;0;130997;5565;46045;61238;307224;49;8528;0;0;0;10155;0;920;15668;3624;0;0;79137;0;0;513;489;0;0;7764;5384;0;0;0;0;8277;5873;1;15100;1;476389;47489;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3100;1801;1;4382;2390;1;149;108;0;0;0;1;25;33;0;0;0;0;0;19;0;0;0;1;48;113;176;65000;0;171137;0;31047;0;0;3236;16080;0;10180;545;0;1582;0;0;0;5000;0;0;1;0;1;0;1;2;1;2;2;0;2;0;10;0;10;0;45;0;1287;45;92;1135;45;46;1024;45;471;2399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;0;10;0;14;2;16;25843;22795;22900;53614;125152;0;0;0;0;0;0;125152;0;0;0;14;2;16;37740.418;37740.418;0;6.5340075;0;6.5340075;25213;320;0;554;0;0;0;0;0;0;429080;25404;0;20909;216240;15523;0;12779;384246;24198;0;8861;86383;5443;0;2472;384246;24198;0;8861;117837;7422;0;3375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;445673;28708;0;19180;0;0;0;0;0;0;0;7669;0;18732;192767;2789;252762;504517;162786;341731
A;0;120138;2019;36;0;0;6;100;0;0;4;1;7;0;0;360.99991;0;0;13965;31919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;3326;0;0;1233;0;0;0;0;5457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1910;0;0;0;0;0;0;3515;0;0;0;0;0;4122;0;0;373;0;107;0;17693;1054;5308;6130;40212;199;0;0;0;0;1011;0;7;0;0;0;0;1076;0;0;870;793;0;0;0;0;0;0;0;0;870;793;0;0;2;57;4636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1020;0;206;0;0;0;9555;0;5102;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;45;0;654;0;0;0;45;0;307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;1;1;0;0;1;0;2;1;3;0;11561;0;5171;16732;0;0;0;0;0;0;16732;0;0;0;2;1;3;6962.1411;6962.1411;0;6.4285712;0;6.4285712;13965;0;0;0;0;0;0;0;0;0;42647;0;0;0;31919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45884;0;0;0;0;0;0;0;0;0;0;1233;0;1210;22039;0;10575;45884;21443;24441
C;0;120143;2019;36;2;2;6;100;0;0;4;1;7;0;0;360.99991;0;0;1;1000;1;1;0;0;0;0;144756;0;0;0;518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4880;0;0;7687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;625;0;0;1959;0;0;0;0;3563;0;11852;0;2026;0;0;0;0;22116;0;1188;636;152;0;42922;2479;18398;7286;115202;70;598;0;0;0;754;0;1193;0;0;0;0;0;0;0;1859;4825;0;0;0;0;0;0;0;0;1859;4825;0;0;1;1;12923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;246;0;0;215;1;1;1167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1938;0;3376;0;0;1155;35099;0;13124;448;0;743;0;0;0;0;0;0;3;4;3;4;0;3;0;3;0;0;0;0;5;0;5;0;5;0;0;40;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;3;0;0;5;0;8;7;15;2099;17664;0;23159;42922;0;0;0;0;0;0;42922;0;0;0;8;7;15;18307.852;18307.852;0;3.3809521;0;3.3809521;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1000;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1003;0;0;0;0;0;0;0;0;0;0;7687;145274;1422;74239;145274;37485;146277;63994;82283
A;0;120163;2019;36;3;3;6;100;0;0;4;1;7;0;0;360.99991;0;0;96868;498042;0;0;0;0;2212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2717;0;0;0;0;0;0;0;2500;0;0;6564;0;0;0;0;6106;0;0;0;0;1840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2225;2400;0;4757;0;0;0;7740;0;379;28270;0;0;0;0;0;8780;8228;247;1544;870;2366;0;152664;24110;129636;0;374216;848;0;26457;0;0;0;0;645;0;325;0;4210;140948;0;0;25636;34649;0;0;33093;43875;0;0;0;0;58729;78524;0;0;1;194579;58054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7278;8100;1;115;128;0;0;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;2356;0;0;1446382;2500;129636;47012;0;0;60814;601;0;0;0;0;22411;0;0;0;0;0;4;6;4;6;1;4;1;4;2;1;2;1;8;0;8;0;1;1;125;45;388;860;45;61;938;45;1792;567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21311;0;4;6;1;4;2;1;8;0;15;11;26;11902;27670;63224;47378;150174;0;0;0;0;0;0;150174;0;0;0;15;11;26;39889.133;39889.133;0;4.2498555;0;4.2498555;85244;11624;0;0;0;0;0;0;0;0;310143;42292;0;0;438277;59765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;523521;71389;0;0;0;0;0;0;0;0;0;6106;0;27305;140299;2717;1573518;599839;124700;475139
A;1;120188;2019;36;0;0;6;100;0;0;4;1;7;0;0;360.99991;0;0;27854;109263;14346;14642;0;0;0;603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1751;0;16127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;642;0;0;1381;0;0;0;1000;2965;0;5250;4067;175;0;0;0;9586;8300;0;3081;245;1000;7565;40047;5775;5404;10816;107299;0;10000;0;1708;0;0;0;326;0;0;7741;0;8001;0;0;763;1566;0;0;3816;7832;0;0;0;0;4579;9398;0;0;1;1;18130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;607;1;5;3067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57133;0;123674;0;1080;12247;0;1081;68480;0;1081;18561;0;1081;2121;0;1081;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;2;0;2;0;45;5;784;45;5;784;0;0;0;45;15;4317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25887;11802;0;0;1;0;1;0;0;2;0;2;2;4;8541;8540;0;17081;34162;0;0;0;0;0;0;34162;0;0;0;2;2;4;9307.8545;9307.8545;0;6.4458842;0;6.4458842;27854;0;0;0;0;0;0;0;0;0;199838;0;0;0;109263;0;0;0;112633;0;0;0;14642;0;0;0;6529;0;0;0;14346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;166105;0;0;0;0;0;0;0;0;0;0;1751;0;11708;77996;0;282216;166708;82555;84153
A;0;120193;2019;36;1;1;6;100;0;0;4;1;7;0;0;360.99991;0;0;1;90548;0;0;0;0;333;5532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;306;0;890;0;0;1550;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;844;0;0;0;0;3421;0;3951;0;0;0;0;0;11502;0;0;923;138;24;0;32560;1655;9833;0;64851;9;0;0;0;0;5089;0;249;0;127;0;0;-11886;0;0;7071;6662;0;0;0;0;0;0;0;0;7071;6662;0;0;1;148452;15445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1701;0;0;0;1;1;4307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2410;0;0;1008;449530;0;4771;76132;0;1644;0;0;0;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0;2;0;2;0;0;0;0;45;0;664;0;0;0;45;502;605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;2;0;4;2;6;0;17417;0;13874;31291;0;0;0;0;0;0;31291;0;0;0;4;2;6;14426.282;14426.282;0;6.6603351;0;6.6603351;1;0;0;0;0;0;0;0;0;0;160242;0;0;0;90548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90549;0;0;0;0;0;0;0;0;0;0;1550;0;5098;43806;0;525662;96414;44215;52199
A;0;120413;2019;36;2;2;10;100;0;0;4;1;7;0;0;360.99991;0;0;20124;137040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4478;4453;0;0;0;0;15598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1446;0;0;0;1743;0;0;570;0;226;0;0;0;0;0;0;2125;361;694;0;71182;9921;10994;0;99262;3000;0;0;0;0;0;0;0;0;59;0;0;-10993;0;0;89717;80989;0;0;23300;21033;0;0;0;0;113017;102022;0;0;1;177;20847;0;0;0;0;0;0;0;0;0;0;0;0;0;1;843;433;0;0;772;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85246;0;8293;44711;0;434;23301;0;2267;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;3;0;0;0;0;5;0;5;0;0;0;0;45;1;9285;0;0;0;45;1;804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;5;0;7;3;10;0;36656;0;24437;61093;0;0;0;0;0;0;61093;0;0;0;7;3;10;23209.137;23209.137;0;6.4291253;0;6.4291253;20124;0;0;0;0;0;0;0;0;0;278038;0;0;0;137040;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157164;0;0;0;0;0;0;0;0;0;0;8931;0;3000;38167;0;153258;157164;64760;92404
A;0;121308;2019;36;4;4;4;99;1;0;4;1;7;0;0;360.99991;0;0;359591;4568693;0;5317646;31034;0;29537;115130;0;0;0;0;80609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8348;0;0;0;0;2517;0;0;10352;0;0;74041;0;305053;0;22927;41386;20724;121181;113853;183908;182987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84042;11600;0;67907;0;0;0;36909;86945;10907;292253;35883;0;0;0;0;32750;408866;8243;39397;23714;20755;41004;1428482;328209;1166732;16602;4141200;0;39248;364446;25226;0;0;0;61242;0;100108;0;1078905;3346313;0;2600000;20474;28305;0;0;607321;450366;0;0;0;0;627795;478671;1;69780;1;4777308;493582;0;0;0;0;0;0;0;0;0;0;0;0;0;1;48342;22931;0;0;0;1;2413;1930;0;0;0;0;0;714;0;0;0;0;0;0;0;0;0;0;0;0;6936;0;0;3812628;35737;776900;0;0;20525;339848;196247;171294;261024;257107;167172;0;39441;30010;0;0;831;4;0;4;0;19;11;19;11;12;2;12;2;43;0;43;0;44;1;5065;44;3060;6484;44;1156;8484;44;10089;16212;1;0;1;0;0;0;0;0;1;0;1;0;2160;0;2100;0;0;0;4;0;19;11;12;2;43;0;78;13;91;408853;322951;228209;432224;1392237;1;0;0;0;1;0;1392237;2;0;2;80;13;93;225057.95;220797.95;4260;6.7211962;5.9002786;6.7035418;340693;16689;537;1672;0;0;0;0;0;0;7603506;1663866;186467;603490;3475108;746311;91414;255860;7009141;1312672;78373;597183;4132139;773319;56710;355478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7947940;1536319;148661;613010;0;0;0;0;0;0;0;85037;80609;428920;1784332;88957;3884968;10510588;2561602;7948986
A;0;121443;2019;36;5;5;5;100;0;0;4;1;7;0;0;360.99991;0;0;1389171;30536498;6946053;0;20240;0;16424535;43651;0;0;0;1990;2351276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209486;0;0;0;0;975;0;33985;1481;5387757;0;168922;0;145344;0;56872;41621;412682;0;14704;1265468;16154242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117549;169942;298867;96705;0;0;0;387;0;14486;187152;229212;12803;0;0;0;225323;2253410;0;5696;93661;25194;206148;3185865;284324;4537947;1088401;13033072;5360;0;1614337;0;0;576402;253798;509643;0;386613;0;4996337;21389838;1;18308226;198134;177426;0;0;2178;14236;0;0;0;0;200312;191662;0;0;1;49023316;2920310;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13342;7872;1;47076;28340;0;0;14813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;694057;3304578;0;3086807;0;0;0;4004400;0;1348921;5598;0;6059;3406;0;17280;12575;0;0;7;1;7;1;2;2;2;2;49;10;49;10;51;0;51;0;44;0;10290;44;150;3113;44;4035;55982;44;4887;43045;45;7;45;7;0;0;0;0;16;0;16;0;102232;0;20384;27641;0;0;7;1;2;2;49;10;51;0;109;13;122;597590;79541;1499984;896320;3073435;45;7;0;0;16;0;3073435;61;7;68;170;20;190;408523.34;285907.34;122616;6.4916992;4.9949498;5.9560204;1228597;142314;153;18107;0;0;0;0;0;0;50900888;12276889;7197;4152713;23082004;5568102;3264;1883129;0;0;0;0;0;0;0;0;49971508;12726830;71065;1739562;5380721;1370371;7652;187309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29691320;7080787;11069;2088545;0;0;0;0;0;0;0;511175;2353266;2449897;8325884;2596737;6623925;57956884;24655960;33300924
A;0;124497;2019;36;3;3;4;100;.090000004;0;4;1;7;0;0;360.99991;0;0;70401;2123556;459651;721392;0;36915;71803;0;0;0;0;0;153475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70329;0;0;10293;2286;430280;32819;83228;25689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67295;5154;26101;14384;0;0;0;18253;0;25390;172869;9280;0;0;0;0;1775;217314;4031;10912;0;1743;2278;505792;32146;507465;43582;1665764;54688;6159;85442;0;0;1995341;51860;5563;134;3247;0;0;-1059918;0;0;8141;5949;0;0;3979;5476;0;0;0;0;12120;11425;3;0;3;6;435430;0;0;0;0;0;0;0;0;0;0;0;0;0;1;17883;9960;1;3004;2169;1;1656;1195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128777;267662;0;0;0;237874;0;112580;3065;0;681;0;0;0;0;0;126542;1;0;1;0;11;3;11;3;5;0;5;0;1;0;1;0;45;0;1226;45;90;14860;45;1458;2098;45;303;371;0;1;0;1;0;0;0;0;0;0;0;0;2160;0;0;0;0;0;1;0;11;3;5;0;1;0;18;3;21;102335;333083;44923;6896;487237;0;1;0;0;0;0;487237;0;1;1;18;4;22;52745.988;50585.988;2160;6.6727347;5.9833808;6.6414003;66575;1020;0;2806;0;0;0;0;0;0;2749488;113339;0;292495;1792499;70967;0;260090;2658630;107524;0;3191;691230;29556;0;606;2658630;107524;0;3191;445353;13704;0;594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2995657;115247;0;264096;0;0;0;0;0;0;0;12579;153475;2193490;1128155;153475;112162;3637193;1614704;2022489
A;0;124537;2019;36;2;2;4;100;0;0;4;1;7;0;0;360.99991;0;0;71796;691127;253895;549648;0;0;25777;0;0;0;0;14476;37462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25397;0;0;0;0;16496;7013;0;39449;86565;33085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43629;34756;8558;6761;0;0;0;8383;0;11383;213812;43557;0;0;0;0;1359;204199;0;2410;0;1491;6173;130342;12247;449619;249288;1427967;168605;565;9773;0;0;689;0;304;0;2043;0;0;-115750;0;0;22138;19952;0;0;2765;7175;0;0;0;0;24903;27127;3;0;3;3;193445;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12319;6104;1;2277;1459;1;5342;3425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154716;0;387632;0;7789;3634;3659;0;29901;0;0;16;0;0;0;0;0;28436;0;0;0;0;1;0;1;0;6;2;6;2;5;0;5;0;0;0;0;45;0;1726;45;1888;3803;45;884;1280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;2;5;0;12;2;14;0;42513;63245;17775;123533;0;0;0;0;0;0;123533;0;0;0;12;2;14;35261.992;35261.992;0;6.9770479;0;6.9770479;70050;483;10;1253;0;0;0;0;0;0;1687562;50847;55;317805;561494;18188;17;111428;1039128;17680;0;96598;494521;8529;0;46598;1039128;17680;0;96598;228739;3892;0;21264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1354804;31092;27;180543;0;0;0;0;0;0;0;23509;51938;179632;1014536;51938;150586;1644181;965680;678501
